title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,facebook,instagram,twitter,youtube,linkedin,post_number,hall_rental,legion_riders,sons_of_american_legion,auxiliary,boys_state,baseball,oratorical_contest,commander,dues,meeting_info,mylegion_url
American Legion NC Post 0154,legion-post-0154-nc,local,Post 0154,legion,LEGION,world-war-1,World War I,NC,north-carolina,Jones County,jones-county,nc_37103,236 S KING ST,Trenton,28585,35.064,-77.3567,true,(252) 671-4443,glennpost154@hotmail.com,https://www.backman.home.coastalnet.com/legion.htm,,,,,,,false,true,false,true,true,true,true,Glenn Spivey,40.0,"Meetings 2nd Tuesday of each month @ 8:00pm 236 s king st trenton, nc 28585",https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036015400L&@IP_IDENTITY_SCID=0
American Legion NC Post 0155,legion-post-0155-nc,local,Post 0155,legion,LEGION,world-war-1,World War I,NC,north-carolina,Gaston County,gaston-county,nc_37071,613 E Gold St,Kings Mountain,28086,35.2379,-81.3412,true,(704) 739-6387,Post155kmnc@gmail.com,https://www.ncpost155.org,,,,,,,false,true,true,false,true,true,true,Rebekah Flickinger,40.0,Meetings 2nd Thursday of each month @ 7:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036015500L&@IP_IDENTITY_SCID=0
American Legion NC Post 0156,legion-post-0156-nc,local,Post 0156,legion,LEGION,world-war-1,World War I,NC,north-carolina,Sampson County,sampson-county,nc_37163,529 E Southerland St,Wallace,28466,34.736876,-77.994093,true,(919) 285-2457,,,,,,,,,true,false,false,false,false,false,false,James F Morrison,45.0,Meetings 1st Tuesday of each month @ 7:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036015600L&@IP_IDENTITY_SCID=0
American Legion NC Post 0157,legion-post-0157-nc,local,Post 0157,legion,LEGION,world-war-1,World War I,NC,north-carolina,Wake County,wake-county,nc_37183,1528 Carleigh Mills Rd,Raleigh,27603,35.759407,-78.652063,true,,157adj@gmail.com,,,,,,,,false,false,false,false,false,false,false,Gabriel Carr,50.0,Meetings 3rd Saturday of each month @ 11:00 AM 1535 caraleigh mills raleigh nc 27603 (gate code required for entry),https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036015700L&@IP_IDENTITY_SCID=0
American Legion NC Post 0159,legion-post-0159-nc,local,Post 0159,legion,LEGION,world-war-1,World War I,NC,north-carolina,Randolph County,randolph-county,nc_37151,"Post Home, 310 W Chestnut",Troy,27371,35.359658,-79.896448,true,(910) 571-0587,lowewarner159@gmail.com,,,,,,,,false,false,false,false,false,false,false,Ernest R Fuller,40.0,Meetings 2nd Tuesday of each month @ 7:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036015900L&@IP_IDENTITY_SCID=0
American Legion NC Post 0160,legion-post-0160-nc,local,Post 0160,legion,LEGION,world-war-1,World War I,NC,north-carolina,Pitt County,pitt-county,nc_37147,PO Box 1543,Greenville,27835-1543,35.5956,-77.3763,true,(252) 756-7519,,,,,,,,,false,false,false,false,false,false,false,Curtis L Best,45.0,Meetings 2nd Thursday each month @ 7:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036016000L&@IP_IDENTITY_SCID=0
American Legion NC Post 0161,legion-post-0161-nc,local,Post 0161,legion,LEGION,world-war-1,World War I,NC,north-carolina,Wake County,wake-county,nc_37183,107 Legion St,Creedmoor,27522,36.113388,-78.686901,true,,bi72869@aol.com,https://www.nclegion.org/Post%20Folders/post161/post161.htm,,,,,,,false,false,false,false,false,false,false,Marcia L Lewis,37.5,Meetings 3rd Tuesday each month @ 7;00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036016100L&@IP_IDENTITY_SCID=0
American Legion NC Post 0162,legion-post-0162-nc,local,Post 0162,legion,LEGION,world-war-1,World War I,NC,north-carolina,Davidson County,davidson-county,nc_37057,PO Box 1161,Lexington,27293-1161,35.8016,-80.2692,true,(336) 787-3806,rucranford@ptmc.net,,,,,,,,false,false,false,false,false,false,false,Roger D Cranford,39.0,Meetings 2nd Tuesday of each month @ 6:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036016200L&@IP_IDENTITY_SCID=0
American Legion NC Post 0164,legion-post-0164-nc,local,Post 0164,legion,LEGION,world-war-1,World War I,NC,north-carolina,Washington County,washington-county,nc_37187,102 Old Roper Rd,Plymouth,27962,35.854712,-76.742744,true,(321) 289-5883,oldguyrules53@yahoo.com,,,,,,,,false,false,false,false,false,false,false,"James C Sawyer, Jr",45.0,Meetings 4th Thursday of each month @ 7:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036016400L&@IP_IDENTITY_SCID=0
American Legion NC Post 0165,legion-post-0165-nc,local,Post 0165,legion,LEGION,world-war-1,World War I,NC,north-carolina,Pender County,pender-county,nc_37141,410 S Wright St,Burgaw,28425,34.546812,-77.924947,true,(910) 620-9268,,,,,,,,,false,false,false,false,false,false,false,Lonnie L Davenport,45.0,Meetings 2nd Tuesday of each month @ 7:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036016500L&@IP_IDENTITY_SCID=0
American Legion NC Post 0167,legion-post-0167-nc,local,Post 0167,legion,LEGION,world-war-1,World War I,NC,north-carolina,Pender County,pender-county,nc_37141,16660 US Highway 17,Hampstead,28443,34.388153,-77.685648,true,(910) 270-3767,,https://www.ncalpost167.org,,,,,,,false,false,false,false,false,false,false,Bradley M Fisher,45.0,Meetings 2nd Monday of each month @ 7:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036016700L&@IP_IDENTITY_SCID=0
American Legion NC Post 0170,legion-post-0170-nc,local,Post 0170,legion,LEGION,world-war-1,World War I,NC,north-carolina,Caldwell County,caldwell-county,nc_37027,"ACVETCOM Bldg, 582 Carrigan Rd",Taylorsville,28681,35.896987,-81.188508,true,,legionpost170@yahoo.com,,,,,,,,false,false,false,false,false,false,false,Tim McNeil,40.0,"Meetings 3rd Thursday of each month @ 7:00 PM held in dav/vetcom bldg, 582 carrigan rd, taylorsville, nc 28681.",https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036017000L&@IP_IDENTITY_SCID=0
American Legion NC Post 0172,legion-post-0172-nc,local,Post 0172,legion,LEGION,world-war-1,World War I,NC,north-carolina,Cabarrus County,cabarrus-county,nc_37025,PO Box 5715,Concord,28027-1511,35.386851,-80.582532,true,,ncpost172@gmail.com,,,,,,,,false,false,false,false,false,false,false,Daniel L Barrier,40.0,Thursday 7:PM grace lutheran church 58 chestnut st sw concord nc 28025,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036017200L&@IP_IDENTITY_SCID=0
American Legion NC Post 0174,legion-post-0174-nc,local,Post 0174,legion,LEGION,world-war-1,World War I,NC,north-carolina,Iredell County,iredell-county,nc_37097,371.0,Mocksville,27028,35.897486,-80.559695,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036017400L&@IP_IDENTITY_SCID=0
American Legion NC Post 0175,legion-post-0175-nc,local,Post 0175,legion,LEGION,world-war-1,World War I,NC,north-carolina,Durham County,durham-county,nc_37063,PO Box 403,Durham,27702,35.9798,-78.9034,true,(919) 280-7101,,,,,,,,,false,false,false,false,false,false,false,Adrienne B Sutton,35.0,Meetings 1st Saturday of each month @ 9:00 AM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036017500L&@IP_IDENTITY_SCID=0
American Legion NC Post 0177,legion-post-0177-nc,local,Post 0177,legion,LEGION,world-war-1,World War I,NC,north-carolina,Moore County,moore-county,nc_37125,"Post Home, 1650 W New York Ave",Southern Pines,28387,35.189147,-79.407737,true,(910) 778-5545,rmalpost177@gmail.com,,,,,,,,true,true,false,true,true,true,true,Vincent R Gordon,40.0,Meetings 2nd Thursday of each month @ 7:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036017700L&@IP_IDENTITY_SCID=0
American Legion NC Post 0180,legion-post-0180-nc,local,Post 0180,legion,LEGION,world-war-1,World War I,NC,north-carolina,Gaston County,gaston-county,nc_37071,418 Lincoln St,Belmont,28012,35.249387,-81.050275,true,(704) 825-7834,,,,,,,,,false,false,false,false,false,false,false,Steven A Reese,37.5,Meetings 2nd Sunday of each month @ 6:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036018000L&@IP_IDENTITY_SCID=0
American Legion NC Post 0181,legion-post-0181-nc,local,Post 0181,legion,LEGION,world-war-1,World War I,NC,north-carolina,Scotland County,scotland-county,nc_37165,1103 S Caledonia Rd,Laurinburg,28352,34.762205,-79.457814,true,(910) 384-4424,streeteranthony623@yahoo.com,,,,,,,,false,false,false,false,false,false,false,Anthony L Streeter Sr,40.0,Meetings 3rd Tuesday of each month @ 6:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036018100L&@IP_IDENTITY_SCID=0
American Legion NC Post 0182,legion-post-0182-nc,local,Post 0182,legion,LEGION,world-war-1,World War I,NC,north-carolina,Tyrrell County,tyrrell-county,nc_37177,285 Legion Beach Rd,Columbia,27925,35.9169,-76.2517,true,,,,,,,,,,false,false,false,false,false,false,false,Marvin R Davenport,40.0,Meetings 2nd Monday of each month @ 6:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036018200L&@IP_IDENTITY_SCID=0
American Legion NC Post 0184,legion-post-0184-nc,local,Post 0184,legion,LEGION,world-war-1,World War I,NC,north-carolina,Wilson County,wilson-county,nc_37195,405 N Sycamore St,Fremont,27830,0,0,false,(919) 242-3276,,https://www.nclegion.org/Post%20Folders/post184/post184.htm,,,,,,,false,false,false,false,false,false,false,Jasper W Davenport Jr,45.0,Meetings 1st Tuesday of each month @ 7pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036018400L&@IP_IDENTITY_SCID=0
American Legion NC Post 0185,legion-post-0185-nc,local,Post 0185,legion,LEGION,world-war-1,World War I,NC,north-carolina,Rowan County,rowan-county,nc_37159,5395 Nc 152 W,China Grove,28023,35.566651,-80.625376,true,(704) 857-7320,masterchief6139@gmail.com,,,,,,,,false,false,false,false,false,false,false,,45.0,Meetings 3rd Tuesday each month @ 7:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036018500L&@IP_IDENTITY_SCID=0
American Legion NC Post 0187,legion-post-0187-nc,local,Post 0187,legion,LEGION,world-war-1,World War I,NC,north-carolina,Wake County,wake-county,nc_37183,225 E Holding Ave,Wake Forest,27587,35.971526,-78.512163,true,,americanlegion187@gmail.com,,,,,,,,true,true,false,true,true,true,true,Mark T Dwyer,45.0,Meetings 2nd Thursday each month @ 7:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036018700L&@IP_IDENTITY_SCID=0
American Legion NC Post 0192,legion-post-0192-nc,local,Post 0192,legion,LEGION,world-war-1,World War I,NC,north-carolina,Swain County,swain-county,nc_37173,115 Moose Branch Rd,Robbinsville,28771,35.325168,-83.808881,true,(828) 283-5010,,,,,,,,,false,false,false,false,false,false,false,Harold Phillips,45.0,Meetings 2nd Thursday each month @ 7:30 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036019200L&@IP_IDENTITY_SCID=0
American Legion NC Post 0202,legion-post-0202-nc,local,Post 0202,legion,LEGION,world-war-1,World War I,NC,north-carolina,Cumberland County,cumberland-county,nc_37051,PO Box 1354,Fayetteville,28302,35.065887,-78.878538,true,(910) 483-8557,amerleg202@gmail.com,https://www.ncamericanlegion202.com,,,,,,,false,true,false,false,true,true,true,,50.0,Meetings general mtg - 1st thurs each month,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036020200L&@IP_IDENTITY_SCID=0
American Legion NC Post 0203,legion-post-0203-nc,local,Post 0203,legion,LEGION,world-war-1,World War I,NC,north-carolina,Carteret County,carteret-county,nc_37031,399.0,Newport,28570,34.7879,-76.869,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036020300L&@IP_IDENTITY_SCID=0
American Legion NC Post 0204,legion-post-0204-nc,local,Post 0204,legion,LEGION,world-war-1,World War I,NC,north-carolina,Robeson County,robeson-county,nc_37155,1205 Main Street,Fair Bluff,28439,34.497499,-79.118913,true,(910) 628-7295,rtcoleman@rsnet.org,,,,,,,,false,false,false,false,false,false,false,Randy Coleman,37.5,Meetings 1st Thursday each month @ 7:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036020400L&@IP_IDENTITY_SCID=0
American Legion NC Post 0205,legion-post-0205-nc,local,Post 0205,legion,LEGION,world-war-1,World War I,NC,north-carolina,Robeson County,robeson-county,nc_37155,1922.0,Pembroke,28372,34.6761,-79.1889,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036020500L&@IP_IDENTITY_SCID=0
American Legion NC Post 0208,legion-post-0208-nc,local,Post 0208,legion,LEGION,world-war-1,World War I,NC,north-carolina,Union County,union-county,nc_37179,801 E S Main St,Waxhaw,28173,34.922674,-80.737023,true,(704) 243-0600,post208@live.com,https://alpost208waxhaw.webs.com/,,,,,,,false,true,true,true,true,true,true,Eric D Kelly,40.0,Meetings 1st Monday each month @ 7:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036020800L&@IP_IDENTITY_SCID=0
American Legion NC Post 0209,legion-post-0209-nc,local,Post 0209,legion,LEGION,world-war-1,World War I,NC,north-carolina,Caldwell County,caldwell-county,nc_37027,70 Lakeside Ave,Granite Falls,28630,35.79102,-81.438332,true,(828) 212-1000,alpost209@americanlegion209.org,,,,,,,,false,false,false,false,false,false,false,David R Moyer,40.0,4th Tuesday monthly @ 5:00 PM @ post 209,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036020900L&@IP_IDENTITY_SCID=0
American Legion NC Post 0210,legion-post-0210-nc,local,Post 0210,legion,LEGION,world-war-1,World War I,NC,north-carolina,Caswell County,caswell-county,nc_37033,106 Court Sq,Yanceyville,27379,36.4044,-79.3373,true,(910) 774-0722,ikelwilliams@gmail.com,,,,,,,,false,false,false,false,false,false,false,Ikel Williams,40.0,Meetings 3rd Thursday of each month @ 7:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036021000L&@IP_IDENTITY_SCID=0
American Legion NC Post 0212,legion-post-0212-nc,local,Post 0212,legion,LEGION,world-war-1,World War I,NC,north-carolina,Union County,union-county,nc_37179,1010 LaSalle St,Monroe,28110,34.98938,-80.536088,true,,,,,,,,,,false,false,false,false,false,false,false,Lori M Wardell,40.0,Meetings 2nd Sunday of each month @ 6:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036021200L&@IP_IDENTITY_SCID=0
American Legion NC Post 0213,legion-post-0213-nc,local,Post 0213,legion,LEGION,world-war-1,World War I,NC,north-carolina,Brunswick County,brunswick-county,nc_37019,530 W 9th St,Southport,28461,33.927291,-78.028165,true,,,,,,,,,,false,false,false,false,false,false,false,Willie L Gore,50.0,Meetings 3rd Tuesday of each month @ 6:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036021300L&@IP_IDENTITY_SCID=0
American Legion NC Post 0215,legion-post-0215-nc,local,Post 0215,legion,LEGION,world-war-1,World War I,NC,north-carolina,Wayne County,wayne-county,nc_37191,212 E Mulberry St,Goldsboro,27530,35.3777,-77.972,true,,american.legion.nc215@gmail.com,https://www.centennial.legion.org/north-carolina/post215,,,,,,,false,false,false,false,false,false,false,Lafaith Artis,45.0,Meetings 2nd Tuesday each month @ 7:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036021500L&@IP_IDENTITY_SCID=0
American Legion NC Post 0217,legion-post-0217-nc,local,Post 0217,legion,LEGION,world-war-1,World War I,NC,north-carolina,Iredell County,iredell-county,nc_37097,167 Wallace Springs Rd,Statesville,28677,35.758649,-80.893204,true,(704) 872-8391,,,,,,,,,false,false,false,false,false,false,false,Anthony Darty,42.5,Meetings 2nd Tuesday of each month @ 6:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036021700L&@IP_IDENTITY_SCID=0
American Legion NC Post 0219,legion-post-0219-nc,local,Post 0219,legion,LEGION,world-war-1,World War I,NC,north-carolina,Lenoir County,lenoir-county,nc_37107,606 OK St,Kinston,28504,35.243186,-77.601496,true,,,,,,,,,,false,true,false,false,true,true,true,Demetrice Rasberry,60.0,Meetings 2nd Thursday each month @ 6:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036021900L&@IP_IDENTITY_SCID=0
American Legion NC Post 0220,legion-post-0220-nc,local,Post 0220,legion,LEGION,world-war-1,World War I,NC,north-carolina,Forsyth County,forsyth-county,nc_37067,2332 N Liberty St,Winston Salem,27105,36.119875,-80.234121,true,(336) 724-0040,ncpost220@gmail.com,,,,,,,,false,false,false,false,false,false,false,Kenneth R Eaton,35.0,Meetings 2nd Sunday each month @ 3:30 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036022000L&@IP_IDENTITY_SCID=0
American Legion NC Post 0221,legion-post-0221-nc,local,Post 0221,legion,LEGION,world-war-1,World War I,NC,north-carolina,Mecklenburg County,mecklenburg-county,nc_37119,15000 York Rd,Charlotte,28278,35.093352,-81.01997,true,(704) 641-2930,adj@steelecreekpost221.com,http://www.steelecreekpost221.com,,,,,,,false,true,false,false,true,true,true,William L Harraman,45.0,Meetings 4th Sunday each month @ 2:30 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036022100L&@IP_IDENTITY_SCID=0
American Legion NC Post 0223,legion-post-0223-nc,local,Post 0223,legion,LEGION,world-war-1,World War I,NC,north-carolina,Pasquotank County,pasquotank-county,nc_37139,611 S Martin Luther King St,Elizabeth City,27909,36.304291,-76.219355,true,(252) 335-7357,wbasnight36@gmail.com,,,,,,,,false,false,false,false,false,false,false,William F Basnight III,45.0,Meetings 3rd Wednesday of each month @ 7:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036022300L&@IP_IDENTITY_SCID=0
American Legion NC Post 0226,legion-post-0226-nc,local,Post 0226,legion,LEGION,world-war-1,World War I,NC,north-carolina,Hyde County,hyde-county,nc_37095,1430 Main St,Swanquarter,27885,35.422869,-76.31534,true,(252) 926-2830,howardnc@hotmail.com,,,,,,,,false,false,false,false,false,false,false,Emanuel L Howard,40.0,Meetings 3rd Thursday of each month @ 5:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036022600L&@IP_IDENTITY_SCID=0
American Legion NC Post 0228,legion-post-0228-nc,local,Post 0228,legion,LEGION,world-war-1,World War I,NC,north-carolina,Franklin County,franklin-county,nc_37069,PO Box 944,Louisburg,27549,36.1001,-78.3005,true,(919) 496-1939,gmassenburg58@gmail.com,,,,,,,,false,false,false,false,false,false,false,Gevel Massenburg,40.0,Meetings 2nd Tuesday each month @ 4:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036022800L&@IP_IDENTITY_SCID=0
American Legion NC Post 0230,legion-post-0230-nc,local,Post 0230,legion,LEGION,world-war-1,World War I,NC,north-carolina,Harnett County,harnett-county,nc_37085,1654 Veterans Dr,Spring Lake,28390,35.190774,-78.998428,true,,info@nclegion230.org,https://www.nclegion230.org,,,,,,,false,true,false,true,true,true,true,Derek Orent,50.0,Meetings 1st Wednesday of each month @ 6:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036023000L&@IP_IDENTITY_SCID=0
American Legion NC Post 0232,legion-post-0232-nc,local,Post 0232,legion,LEGION,world-war-1,World War I,NC,north-carolina,Wake County,wake-county,nc_37183,PO Box 252,Garner,27529-0252,35.6854,-78.6067,true,(919) 779-5337,,,,,,,,,false,true,true,false,true,true,true,Barry W Nicklow,40.0,Meetings 3rd Thursday each month @ 6:30 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00036023200L&@IP_IDENTITY_SCID=0
