title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,facebook,instagram,twitter,youtube,linkedin,post_number,meeting_time,meeting_place
DAV Chapter 7 - Carson City #7,dav-chapter-7-nv,local,Chapter 7,dav,DAV,world-war-1,World War I,NV,nevada,Carson City,carson-city,nv_32510,2600 College Parkway,Carson City,89706,39.1637984,-119.7674034,true,775-443-7710,,http://www.davmembersportal.org/chapters/NV/07,,,,,,7,"3rd Tuesday, 6:30 PM","2600 College Parkway, Carson City, NV 89706"
DAV Chapter 12 - Black Mountain #12,dav-chapter-12-nv,local,Chapter 12,dav,DAV,world-war-1,World War I,NV,nevada,Clark County,clark-county,nv_32003,480 Greenway Rd,Henderson,89015,,,false,402-241-7887,,http://www.davmembersportal.org/chapters/NV/12,,,,,,12,"3rd Tuesday, 6:00 pm","480 Greenway Rd, Henderson, NV 89015"
DAV Chapter 13 - Sunrise Mountain #13,dav-chapter-13-nv,local,Chapter 13,dav,DAV,world-war-1,World War I,NV,nevada,Clark County,clark-county,nv_32003,2939 N Van Der Meer St,Las Vegas,89030,36.171563,-115.1391009,true,702-367-6241,,http://www.davmembersportal.org/chapters/NV/13,,,,,,13,"4th Tuesday, 6:45 PM","2939 N Van Der Meer St, Las Vegas, NV 89030"
DAV Chapter 15 - Pahrump #15,dav-chapter-15-nv,local,Chapter 15,dav,DAV,world-war-1,World War I,NV,nevada,Nye County,nye-county,nv_32023,270 N Hwy 160,Pahrump,89048,,,false,775-537-5051,,http://www.davmembersportal.org/chapters/NV/15,,,,,,15,"3rd Tuesday, 5:30 PM","270 N Hwy 160, Pahrump, NV 89048"
DAV Chapter 1 - Greater Buffalo #1,dav-chapter-1-ny,local,Chapter 1,dav,DAV,world-war-1,World War I,NY,new-york,Erie County,erie-county,ny_36029,533 Amherst St,Buffalo,14207,42.933632,-78.88213979999999,true,716-902-5032,,http://www.davmembersportal.org/chapters/NY/01,,,,,,1,"1st Saturday, 10:00 AM","533 Amherst St, Buffalo, NY 14207"
DAV Chapter 4 - Canandaigua #4,dav-chapter-4-ny,local,Chapter 4,dav,DAV,world-war-1,World War I,NY,new-york,Yates County,yates-county,ny_36123,2510 Rochester Rd,Canandiagua,14424,42.9009313,-77.27116219999999,true,585-393-8474,,http://www.davmembersportal.org/chapters/NY/04,,,,,,4,"3rd Thursday, 7:00 PM","2510 Rochester Rd, Canandiagua, NY 14424"
DAV Chapter 8 - Syracuse #8,dav-chapter-8-ny,local,Chapter 8,dav,DAV,world-war-1,World War I,NY,new-york,Onondaga County,onondaga-county,ny_36067,6789 E Genesee St,Fayetteville,13066,,,false,315-474-0553,,http://www.davmembersportal.org/chapters/NY/08,,,,,,8,"1st Tuesday, 5:00 PM","6789 E Genesee St, Fayetteville, NY 13066"
DAV Chapter 13 - S S Jack Swan #13,dav-chapter-13-ny,local,Chapter 13,dav,DAV,world-war-1,World War I,NY,new-york,Chemung County,chemung-county,ny_36015,434 Garrison Place,Elmira,14903,,,false,607-735-0583,,http://www.davmembersportal.org/chapters/NY/13,,,,,,13,"2nd Thursday, 7:00 PM","434 Garrison Place, Elmira, NY 14903"
DAV Chapter 15 - Monroe Powers #15,dav-chapter-15-ny,local,Chapter 15,dav,DAV,world-war-1,World War I,NY,new-york,Monroe County,monroe-county,ny_36055,260 Middle Rd,Henrietta,14467,,,false,585-301-1435,,http://www.davmembersportal.org/chapters/NY/15,,,,,,15,"1st Wednesday, 7:30 PM","260 Middle Rd, Henrietta, NY 14467"
DAV Chapter 16 - Greenburgh #16,dav-chapter-16-ny,local,Chapter 16,dav,DAV,world-war-1,World War I,NY,new-york,Westchester County,westchester-county,ny_36119,177 Hill Ave,Greenburgh,10607,,,false,914-564-6875,,http://www.davmembersportal.org/chapters/NY/16,,,,,,16,"1st Monday, 11:00 AM","177 Hill Ave, Greenburgh, NY 10607"
DAV Chapter 18 - Jefferson Co #18,dav-chapter-18-ny,local,Chapter 18,dav,DAV,world-war-1,World War I,NY,new-york,Lewis County,lewis-county,ny_36049,231 Bellew Ave VFW,Watertown,13601,43.9816787,-75.9311973,true,315-788-4854,,http://www.davmembersportal.org/chapters/NY/18,,,,,,18,"2nd Thursday, 7:00 PM","231 Bellew Ave VFW, Watertown, NY 13601"
DAV Chapter 19 - Lt J M Cumming #19,dav-chapter-19-ny,local,Chapter 19,dav,DAV,world-war-1,World War I,NY,new-york,Suffolk County,suffolk-county,ny_36103,79 Middleville Rd VAMC 200 RM A1-5,Northport,11768,40.8931314,-73.30996390000001,true,631-271-3369,,http://www.davmembersportal.org/chapters/NY/19,,,,,,19,"2nd Saturday, 12:00 PM","79 Middleville Rd VAMC 200 RM A1-5, Northport, NY 11768"
DAV Chapter 22 - Mt Vernon #22,dav-chapter-22-ny,local,Chapter 22,dav,DAV,world-war-1,World War I,NY,new-york,Westchester County,westchester-county,ny_36119,754 South Columbus Ave,Mount Vernon,10550,40.9253682,-73.83625479999999,true,914-469-7307,,http://www.davmembersportal.org/chapters/NY/22,,,,,,22,"1st Monday, 12:00 PM","754 South Columbus Ave, Mount Vernon, NY 10550"
DAV Chapter 23 - Abe Wolkolsky-Bronx #23,dav-chapter-23-ny,local,Chapter 23,dav,DAV,world-war-1,World War I,NY,new-york,Bronx County,bronx-county,ny_36005,130 W Kingsbridge Rd,Bronx,10468,,,false,718-584-9000,,http://www.davmembersportal.org/chapters/NY/23,,,,,,23,"3rd Saturday, 11:00 AM","130 W Kingsbridge Rd, Bronx, NY 10468"
DAV Chapter 28 - Brooklyn #28,dav-chapter-28-ny,local,Chapter 28,dav,DAV,world-war-1,World War I,NY,new-york,Kings County,kings-county,ny_36047,800 Poly Place,Brooklyn,11229,,,false,718-836-6600,,http://www.davmembersportal.org/chapters/NY/28,,,,,,28,"3rd Thursday, 7:30 PM","800 Poly Place, Brooklyn, NY 11229"
DAV Chapter 30 - Coonley-Nojaim Mem #30,dav-chapter-30-ny,local,Chapter 30,dav,DAV,world-war-1,World War I,NY,new-york,Onondaga County,onondaga-county,ny_36067,1604 Burnet Ave,Syracuse,13206,,,false,315-457-4267,,http://www.davmembersportal.org/chapters/NY/30,,,,,,30,"4th Thursday, 1:00 PM","1604 Burnet Ave, Syracuse, NY 13206"
DAV Chapter 34 - Halloran Mem #34,dav-chapter-34-ny,local,Chapter 34,dav,DAV,world-war-1,World War I,NY,new-york,Richmond County,richmond-county,ny_36085,1825 N Railroad Ave,Staten Island,10306,40.555878,-74.116764,true,718-987-1609,,http://www.davmembersportal.org/chapters/NY/34,,,,,,34,"3rd Tuesday, 7:30 PM","1825 N Railroad Ave, Staten Island, NY 10306"
DAV Chapter 35 - Walter Rohr Mem #35,dav-chapter-35-ny,local,Chapter 35,dav,DAV,world-war-1,World War I,NY,new-york,Queens County,queens-county,ny_36081,179-00 Linden Blvd,Jamaica,11434,40.6888083,-73.7698451,true,718-657-1061,,http://www.davmembersportal.org/chapters/NY/35,,,,,,35,"3rd Friday, 8:00 PM","179-00 Linden Blvd, Jamaica, NY 11434"
DAV Chapter 38 - Rev F A Kelley #38,dav-chapter-38-ny,local,Chapter 38,dav,DAV,world-war-1,World War I,NY,new-york,Rensselaer County,rensselaer-county,ny_36083,777 First Avenue,Troy,12182,,,false,518-852-1155,,http://www.davmembersportal.org/chapters/NY/38,,,,,,38,"4th Wednesday, 7:00 PM","777 First Avenue, Troy, NY 12182"
DAV Chapter 39 - Mt Pleasant Greenbrg #39,dav-chapter-39-ny,local,Chapter 39,dav,DAV,world-war-1,World War I,NY,new-york,Westchester County,westchester-county,ny_36119,801 Commerce St,Thomwood,10594,,,false,914-769-4893,,http://www.davmembersportal.org/chapters/NY/39,,,,,,39,"3rd Saturday, 9:30 AM","801 Commerce St, Thomwood, NY 10594"
DAV Chapter 60 - Bill Gasper Mem #60,dav-chapter-60-ny,local,Chapter 60,dav,DAV,world-war-1,World War I,NY,new-york,Broome County,broome-county,ny_36007,117 Robinson St,Binghamton,13904,,,false,607-729-1278,,http://www.davmembersportal.org/chapters/NY/60,,,,,,60,"2nd Monday, 7:00 PM","117 Robinson St, Binghamton, NY 13904"
DAV Chapter 82 - Wheeler Stars-Stripes #82,dav-chapter-82-ny,local,Chapter 82,dav,DAV,world-war-1,World War I,NY,new-york,Oneida County,oneida-county,ny_36065,409 Herkimer Rd,Utica,13502,43.1145783,-75.20379249999999,true,315-866-5950,,http://www.davmembersportal.org/chapters/NY/82,,,,,,82,"3rd Saturday, 12:00 PM","409 Herkimer Rd, Utica, NY 13502"
DAV Chapter 88 - Lt V O Fryer #88,dav-chapter-88-ny,local,Chapter 88,dav,DAV,world-war-1,World War I,NY,new-york,Schenectady County,schenectady-county,ny_36093,2639 Hamburg St,Schenectady,12303,42.7759256,-73.93364,true,518-393-0118,,http://www.davmembersportal.org/chapters/NY/88,,,,,,88,"1st Tuesday, 7:00 PM","2639 Hamburg St, Schenectady, NY 12303"
DAV Chapter 92 - Queens Mem #92,dav-chapter-92-ny,local,Chapter 92,dav,DAV,world-war-1,World War I,NY,new-york,Queens County,queens-county,ny_36081,35-01 Bell Blvd,Bayside,11361,40.7137536,-73.8281736,true,718-263-2508,,http://www.davmembersportal.org/chapters/NY/92,,,,,,92,"1st Wednesday, 7:30 PM","35-01 Bell Blvd, Bayside, NY 11361"
DAV Chapter 98 - Rockland County #98,dav-chapter-98-ny,local,Chapter 98,dav,DAV,world-war-1,World War I,NY,new-york,Rockland County,rockland-county,ny_36087,20 Station Rd,Pomona,10970,,,false,845-596-4089,,http://www.davmembersportal.org/chapters/NY/98,,,,,,98,"2nd Wednesday, 7:30 PM","20 Station Rd, Pomona, NY 10970"
DAV Chapter 108 - 4 Chaplains Mem #108,dav-chapter-108-ny,local,Chapter 108,dav,DAV,world-war-1,World War I,NY,new-york,Kings County,kings-county,ny_36047,2414 Gerritsen Ave,Brooklyn,11232,,,false,631-928-1442,,http://www.davmembersportal.org/chapters/NY/108,,,,,,108,"2nd Tuesday, 12:00 PM","2414 Gerritsen Ave, Brooklyn, NY 11232"
DAV Chapter 118 - Lt Alfred Lucia #118,dav-chapter-118-ny,local,Chapter 118,dav,DAV,world-war-1,World War I,NY,new-york,Queens County,queens-county,ny_36081,6801 Cooper Ave,Glendale,11385,40.7025933,-73.879108,true,516-887-7100,,http://www.davmembersportal.org/chapters/NY/118,,,,,,118,"2nd Wednesday, 7:00 PM","6801 Cooper Ave, Glendale, NY 11385"
DAV Chapter 122 - Fulton County #122,dav-chapter-122-ny,local,Chapter 122,dav,DAV,world-war-1,World War I,NY,new-york,Westchester County,westchester-county,ny_36119,754 South Columbus Ave,Mount Vernon,10550,43.0528506,-74.3437467,true,518-774-3857,,http://www.davmembersportal.org/chapters/NY/122,,,,,,122,"3rd Thursday, 6:00 PM","754 South Columbus Ave, Mount Vernon, NY 10550"
DAV Chapter 126 - Herald Square #126,dav-chapter-126-ny,local,Chapter 126,dav,DAV,world-war-1,World War I,NY,new-york,New York County,new-york-county,ny_36061,220 East 23rd St Ste 707,New York,10010,40.7382995,-73.9824061,true,212-608-7136,,http://www.davmembersportal.org/chapters/NY/126,,,,,,126,"2nd Tuesday, 6:00 PM","220 East 23rd St Ste 707, New York, NY 10010"
DAV Chapter 135 - Lackawanna #135,dav-chapter-135-ny,local,Chapter 135,dav,DAV,world-war-1,World War I,NY,new-york,Erie County,erie-county,ny_36029,2909 South Park Ave,Lackawanna,14218,42.8173901,-78.8240156,true,716-992-4860,,http://www.davmembersportal.org/chapters/NY/135,,,,,,135,"3rd Tuesday, 7:00 PM","2909 South Park Ave, Lackawanna, NY 14218"
DAV Chapter 137 - N Wchester-Putnm #137,dav-chapter-137-ny,local,Chapter 137,dav,DAV,world-war-1,World War I,NY,new-york,Westchester County,westchester-county,ny_36119,650 Lee Blvd,Yorktown Heights,10598,41.3286166,-73.8077192,true,845-628-8249,,http://www.davmembersportal.org/chapters/NY/137,,,,,,137,"2nd Saturday, 10:00 AM","650 Lee Blvd, Yorktown Heights, NY 10598"
DAV Chapter 143 - Anthony Fusco Mem #143,dav-chapter-143-ny,local,Chapter 143,dav,DAV,world-war-1,World War I,NY,new-york,Suffolk County,suffolk-county,ny_36103,191 Veterans Blvd,Massapequa,11758,,,false,516-798-6669,,http://www.davmembersportal.org/chapters/NY/143,,,,,,143,"2nd Tuesday, 7:00 PM","191 Veterans Blvd, Massapequa, NY 11758"
DAV Chapter 144 - Castle Point #144,dav-chapter-144-ny,local,Chapter 144,dav,DAV,world-war-1,World War I,NY,new-york,Dutchess County,dutchess-county,ny_36027,41 Castle Point Rd,Wappingers Falls,12590,41.543918,-73.9636038,true,845-831-2000,,http://www.davmembersportal.org/chapters/NY/144,,,,,,144,"3rd Saturday, 10:00 AM","41 Castle Point Rd, Wappingers Falls, NY 12590"
DAV Chapter 145 - Chateau Thierry/Cpl Wainz #145,dav-chapter-145-ny,local,Chapter 145,dav,DAV,world-war-1,World War I,NY,new-york,Nassau County,nassau-county,ny_36059,65 E Merrick Rd,Valley Stream,11520,,,false,516-330-8109,,http://www.davmembersportal.org/chapters/NY/145,,,,,,145,"4th Tuesday, 7:00 PM","65 E Merrick Rd, Valley Stream, NY 11520"
DAV Chapter 153 - Cortland Mem #153,dav-chapter-153-ny,local,Chapter 153,dav,DAV,world-war-1,World War I,NY,new-york,Tompkins County,tompkins-county,ny_36109,91 Owego St,Cortland,13045,42.599001,-76.187797,true,607-756-5100,,http://www.davmembersportal.org/chapters/NY/153,,,,,,153,"3rd Saturday, 10:00 AM","91 Owego St, Cortland, NY 13045"
DAV Chapter 154 - Cohen Canciglia #154,dav-chapter-154-ny,local,Chapter 154,dav,DAV,world-war-1,World War I,NY,new-york,Kings County,kings-county,ny_36047,2978 Ocean Pkwy,Brooklyn,11235,40.57851489999999,-73.968617,true,718-998-6232,,http://www.davmembersportal.org/chapters/NY/154,,,,,,154,"3rd Wednesday, 7:30 PM","2978 Ocean Pkwy, Brooklyn, NY 11235"
DAV Chapter 156 - Ulster County Mem #156,dav-chapter-156-ny,local,Chapter 156,dav,DAV,world-war-1,World War I,NY,new-york,Ulster County,ulster-county,ny_36111,708 E Chester St,Kingston,12401,41.9535093,-73.9903917,true,845-331-3780,,http://www.davmembersportal.org/chapters/NY/156,,,,,,156,"3rd Wednesday, 7:00 pm","708 E Chester St, Kingston, NY 12401"
DAV Chapter 158 - Marcelle Nolan #158,dav-chapter-158-ny,local,Chapter 158,dav,DAV,world-war-1,World War I,NY,new-york,Washington County,washington-county,ny_36115,75 Quaker Rd,Queensbury,12804,43.0324245,-73.93598209999999,true,518-290-3030,,http://www.davmembersportal.org/chapters/NY/158,,,,,,158,"2nd Saturday, 10:00 AM","75 Quaker Rd, Queensbury, NY 12804"
DAV Chapter 164 - Elmer J Murphy #164,dav-chapter-164-ny,local,Chapter 164,dav,DAV,world-war-1,World War I,NY,new-york,St. Lawrence County,st-lawrence-county,ny_36089,6771 US Hwy 11,Potsdam,13676,44.6725353,-74.9994574,true,315-212-0281,,http://www.davmembersportal.org/chapters/NY/164,,,,,,164,"3rd Tuesday, 7:00 PM","6771 US Hwy 11, Potsdam, NY 13676"
DAV Chapter 171 - Thomas Bushnell #171,dav-chapter-171-ny,local,Chapter 171,dav,DAV,world-war-1,World War I,NY,new-york,St. Lawrence County,st-lawrence-county,ny_36089,101 W Hatfield St,Massena,13662,,,false,315-265-2508,,http://www.davmembersportal.org/chapters/NY/171,,,,,,171,"3rd Thursday, 2:00 PM","101 W Hatfield St, Massena, NY 13662"
DAV Chapter 177 - Southtowns #177,dav-chapter-177-ny,local,Chapter 177,dav,DAV,world-war-1,World War I,NY,new-york,Erie County,erie-county,ny_36029,2551 March Rd,Eden,14057,,,false,716-549-0517,,http://www.davmembersportal.org/chapters/NY/177,,,,,,177,"2nd Saturday, 1:00 PM","2551 March Rd, Eden, NY 14057"
DAV Chapter 179 - Pfc R Lafountain #179,dav-chapter-179-ny,local,Chapter 179,dav,DAV,world-war-1,World War I,NY,new-york,Clinton County,clinton-county,ny_36019,3647 Route 22,Plattsburgh,12901,44.6960855,-73.4542915,true,518-570-7253,,http://www.davmembersportal.org/chapters/NY/179,,,,,,179,"3rd Tuesday, 7:00 PM","3647 Route 22, Plattsburgh, NY 12901"
DAV Chapter 182 - S/Sgt E Robinson #182,dav-chapter-182-ny,local,Chapter 182,dav,DAV,world-war-1,World War I,NY,new-york,Franklin County,franklin-county,ny_36033,53 Morton St.,Malone,12953,,,false,518-483-5186,,http://www.davmembersportal.org/chapters/NY/182,,,,,,182,"3rd Wednesday, 7:00 PM","53 Morton St., Malone, NY 12953"
DAV Chapter 190 - W F Hailend Jr #190,dav-chapter-190-ny,local,Chapter 190,dav,DAV,world-war-1,World War I,NY,new-york,Suffolk County,suffolk-county,ny_36103,2854 Middle Country Rd,Lake Grove,11755,40.8581075,-73.07566790000001,true,631-745-9707,,http://www.davmembersportal.org/chapters/NY/190,,,,,,190,"1st Tuesday, 12:00 PM","2854 Middle Country Rd, Lake Grove, NY 11755"
DAV Chapter 200 - Oneonta #200,dav-chapter-200-ny,local,Chapter 200,dav,DAV,world-war-1,World War I,NY,new-york,Otsego County,otsego-county,ny_36077,37 Newland Willow St,Otega,13825,,,false,607-988-9330,,http://www.davmembersportal.org/chapters/NY/200,,,,,,200,"2nd Monday, 7:00 PM","37 Newland Willow St, Otega, NY 13825"
DAV Chapter 203 - Korean Era Mem #203,dav-chapter-203-ny,local,Chapter 203,dav,DAV,world-war-1,World War I,NY,new-york,Erie County,erie-county,ny_36029,3741 Walden Ave,Lancaster,14086,,,false,716-901-4289,,http://www.davmembersportal.org/chapters/NY/203,,,,,,203,"4th Monday, 1:00 PM","3741 Walden Ave, Lancaster, NY 14086"
DAV Chapter 209 - Gen G S Patton #209,dav-chapter-209-ny,local,Chapter 209,dav,DAV,world-war-1,World War I,NY,new-york,Nassau County,nassau-county,ny_36059,30 Nassau Blvd,City South,11530,40.7166487,-73.66120149999999,true,718-277-8844,,http://www.davmembersportal.org/chapters/NY/209,,,,,,209,"2nd Tuesday, 6:30 PM","30 Nassau Blvd, City South, NY 11530"
DAV Chapter 210 - Ex-Pow #210,dav-chapter-210-ny,local,Chapter 210,dav,DAV,world-war-1,World War I,NY,new-york,Kings County,kings-county,ny_36047,800 Poly Place,Brooklyn,11209,40.60855,-74.0240443,true,,,http://www.davmembersportal.org/chapters/NY/210,,,,,,210,"2nd Friday, 10:00 AM","800 Poly Place, Brooklyn, NY 11209"
DAV Chapter 212 - Edward G Galian Mem #212,dav-chapter-212-ny,local,Chapter 212,dav,DAV,world-war-1,World War I,NY,new-york,Orange County,orange-county,ny_36071,10 Dikeman Drive,Goshen,10924,41.3911877,-74.3395711,true,845-321-7717,,http://www.davmembersportal.org/chapters/NY/212,,,,,,212,"3rd Thursday, 7:00 PM","10 Dikeman Drive, Goshen, NY 10924"
DAV Chapter 1 - Cincinnati #1,dav-chapter-1-oh,local,Chapter 1,dav,DAV,world-war-1,World War I,OH,ohio,Hamilton County,hamilton-county,oh_39061,8275 Vine St,Cincinnati,45216,,,false,513-429-3576,,http://www.davmembersportal.org/chapters/OH/01,,,,,,1,"2nd Wednesday, 7:00 PM","8275 Vine St, Cincinnati, OH 45216"
DAV Chapter 2 - Youngstown #2,dav-chapter-2-oh,local,Chapter 2,dav,DAV,world-war-1,World War I,OH,ohio,Mahoning County,mahoning-county,oh_39099,110 Westchester Dr,Youngstown,44515,41.0976888,-80.7485645,true,330-506-2693,,http://www.davmembersportal.org/chapters/OH/02,,,,,,2,"4th Wednesday, 7:00 PM","110 Westchester Dr, Youngstown, OH 44515"
DAV Chapter 3 - Capital City #3,dav-chapter-3-oh,local,Chapter 3,dav,DAV,world-war-1,World War I,OH,ohio,Franklin County,franklin-county,oh_39049,280 East Broad St,Columbus,43215,,,false,614-746-5169,,http://www.davmembersportal.org/chapters/OH/03,,,,,,3,"1st Monday, 6:30 PM","280 East Broad St, Columbus, OH 43215"
DAV Chapter 6 - Canton #6,dav-chapter-6-oh,local,Chapter 6,dav,DAV,world-war-1,World War I,OH,ohio,Stark County,stark-county,oh_39151,1935 Avalon Ave NE,Canton,44705,40.8179465,-81.32582149999999,true,330-232-6609,,http://www.davmembersportal.org/chapters/OH/06,,,,,,6,"1st Saturday, 11:00 AM","1935 Avalon Ave NE, Canton, OH 44705"
DAV Chapter 9 - Dayton #9,dav-chapter-9-oh,local,Chapter 9,dav,DAV,world-war-1,World War I,OH,ohio,Montgomery County,montgomery-county,oh_39113,5700 Kentshire Dr,Kettering,45440,,,false,937-268-6511,,http://www.davmembersportal.org/chapters/OH/09,,,,,,9,"2nd Wednesday, 7:30 PM","5700 Kentshire Dr, Kettering, OH 45440"
DAV Chapter 10 - Peerless #10,dav-chapter-10-oh,local,Chapter 10,dav,DAV,world-war-1,World War I,OH,ohio,Scioto County,scioto-county,oh_39145,433 3rd St,Portsmouth,45662,38.7350851,-82.9962674,true,740-357-9687,,http://www.davmembersportal.org/chapters/OH/10,,,,,,10,"3rd Monday, 6:00 PM","433 3rd St, Portsmouth, OH 45662"
DAV Chapter 11 - Trumbull County #11,dav-chapter-11-oh,local,Chapter 11,dav,DAV,world-war-1,World War I,OH,ohio,Trumbull County,trumbull-county,oh_39155,2044 Youngstown Rd SE,Warren,44484,41.2261398,-80.7935131,true,330-369-3388,,http://www.davmembersportal.org/chapters/OH/11,,,,,,11,"2nd Friday, 7:00 PM","2044 Youngstown Rd SE, Warren, OH 44484"
DAV Chapter 12 - Clint Kramer #12,dav-chapter-12-oh,local,Chapter 12,dav,DAV,world-war-1,World War I,OH,ohio,Muskingum County,muskingum-county,oh_39119,1318 Putnam Ave,Zanesville,43701,39.9324499,-82.0054665,true,740-674-6376,,http://www.davmembersportal.org/chapters/OH/12,,,,,,12,"2nd Tuesday, 6:00 PM","1318 Putnam Ave, Zanesville, OH 43701"
DAV Chapter 13 - Clark Co #13,dav-chapter-13-oh,local,Chapter 13,dav,DAV,world-war-1,World War I,OH,ohio,Clark County,clark-county,oh_39023,2410 Mechanicsburg Rd,Springfield,45503,39.9864641,-83.7325719,true,937-390-3302,,http://www.davmembersportal.org/chapters/OH/13,,,,,,13,"3rd Thursday, 6:00 pm","2410 Mechanicsburg Rd, Springfield, OH 45503"
DAV Chapter 15 - Hamilton-Fairfld #15,dav-chapter-15-oh,local,Chapter 15,dav,DAV,world-war-1,World War I,OH,ohio,Hamilton County,hamilton-county,oh_39061,20 New London Rd,Hamilton,45013,39.395416,-84.5735301,true,513-863-7714,,http://www.davmembersportal.org/chapters/OH/15,,,,,,15,"3rd Tuesday, 7:00 PM","20 New London Rd, Hamilton, OH 45013"
DAV Chapter 16 - John P Lafene #16,dav-chapter-16-oh,local,Chapter 16,dav,DAV,world-war-1,World War I,OH,ohio,Erie County,erie-county,oh_39043,3416 Columbus Ave,Sandusky,44870,41.4191867,-82.68468299999999,true,419-626-9817,,http://www.davmembersportal.org/chapters/OH/16,,,,,,16,"5th Thursday, 6:00 PM","3416 Columbus Ave, Sandusky, OH 44870"
DAV Chapter 18 - Ross County #18,dav-chapter-18-oh,local,Chapter 18,dav,DAV,world-war-1,World War I,OH,ohio,Ross County,ross-county,oh_39141,53 W Main St,Chillicothe,45601,,,false,740-779-3172,,http://www.davmembersportal.org/chapters/OH/18,,,,,,18,"1st Monday, 1:00 PM","53 W Main St, Chillicothe, OH 45601"
DAV Chapter 19 - Allen County #19,dav-chapter-19-oh,local,Chapter 19,dav,DAV,world-war-1,World War I,OH,ohio,Auglaize County,auglaize-county,oh_39011,330 N Elizabeth St,Lima,45801,,,false,419-229-1945,,http://www.davmembersportal.org/chapters/OH/19,,,,,,19,"3rd Tuesday, 6:00 PM","330 N Elizabeth St, Lima, OH 45801"
