title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,facebook,instagram,twitter,youtube,linkedin,post_number,hall_rental,club_room,voice_of_democracy,boy_scouts,funeral_honors,patriots_pen,vfw_riders_group
VFW Post 4756,vfw-post-4756-mo,local,Post 4756,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Osage County,osage-county,mo_29151,206 Court St,Linn,65051,38.4852619,-91.8515368,true,(573) 897-0544,,www.facebook.com/vfw4756,,,,,,4756,Yes,false,true,false,true,true,false
VFW POST 5293,vfw-post-5293-mo,local,Post 5293,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Newton County,newton-county,mo_29145,1202 S Wall Ave,Joplin,64801,37.0782573,-94.5160542,true,(417) 781-3639,,myvfw.org/mo/post5293/,,,,,,5293,No,false,true,false,false,true,false
VFW POST 5327,vfw-post-5327-mo,local,Post 5327,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,St. Charles County,st-charles-county,mo_29183,1414 Highway Z,Wentzville,63385,38.7097634,-90.6914481,true,(636) 639-1648,,,,,,,,5327,No,true,true,false,false,true,false
BIG RIVER VFW POST 5331 POST HOME,vfw-post-5331-mo,local,Post 5331,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Jefferson County,jefferson-county,mo_29099,1 Lynn Ln,Cedar Hill,63016,38.2879041,-90.6621897,true,(636) 285-5509,,,,,,,,5331,No,true,true,false,false,true,false
MORLEY VFW POST 5368,vfw-post-5368-mo,local,Post 5368,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Stoddard County,stoddard-county,mo_29207,70 County Highway 430,Oran,63771,36.9319163,-89.8658045,true,(573) 262-2433,,,,,,,,5368,Yes,false,false,false,false,false,false
VFW POST 5517,vfw-post-5517-mo,local,Post 5517,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Lincoln County,lincoln-county,mo_29113,590 Highway Ee,Winfield,63389,38.3937952,-93.3419418,true,(636) 668-8099,,,,,,,,5517,No,true,true,false,false,true,false
VFW POST 5553,vfw-post-5553-mo,local,Post 5553,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Pike County,pike-county,mo_29163,505 Vfw Rd,Bowling Green,63334,39.349565,-91.2059484,true,(573) 324-5994,,,,,,,,5553,No,true,true,false,true,true,false
VFW POST 5606,vfw-post-5606-mo,local,Post 5606,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Jackson County,jackson-county,mo_29095,5406 Ne Oak Ridge Rd,Kansas City,64119,39.0313232,-94.5741909,true,(816) 452-9861,,www.facebook.com/VFWPost5606/,,,,,,5606,Yes,true,true,false,false,true,false
VFW POST 5717,vfw-post-5717-mo,local,Post 5717,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Clay County,clay-county,mo_29047,301 W Washington St,Kearney,64060,39.372818,-94.365712,true,(816) 628-4548,,,,,,,,5717,No,true,true,false,false,true,false
VFW Post 5789,vfw-post-5789-mo,local,Post 5789,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Jackson County,jackson-county,mo_29095,329 Se Douglas St,Lees Summit,64063,39.0313232,-94.5741909,true,(816) 525-5789,,vfw5789.org,,,,,,5789,Yes,true,true,false,true,true,true
VFW POST 5844,vfw-post-5844-mo,local,Post 5844,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Johnson County,johnson-county,mo_29101,104 E 2Nd St,Holden,64040,38.718008,-93.9895212,true,(816) 732-4540,,vfw5844.org,,,,,,5844,Yes,false,true,false,true,true,false
VFW POST 5993,vfw-post-5993-mo,local,Post 5993,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Taney County,taney-county,mo_29213,400 W Washington Ave,Ava,65608,36.952793,-92.66407,true,(417) 683-6741,,myvfw.org/mo/post5993/,,,,,,5993,No,false,true,false,false,true,false
VFW POST 6274,vfw-post-6274-mo,local,Post 6274,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,St. Louis County,st-louis-county,mo_29189,115 Mimosa Ln,Ballwin,63011,38.5951401,-90.5666881,true,(636) 227-1092,,www.vfw6274.org/,,,,,,6274,Yes,true,true,false,true,true,false
LICKING MEMORIAL VFW POST 6337,vfw-post-6337-mo,local,Post 6337,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Texas County,texas-county,mo_29215,112 W Highway 32,Licking,65542,37.4998,-91.8577,true,(573) 674-2235,,,,,,,,6337,No,false,true,false,false,true,false
VFW POST 6407,vfw-post-6407-mo,local,Post 6407,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Scott County,scott-county,mo_29201,1408 Main St,Scott City,63780,37.2165187,-89.5249186,true,(573) 264-4577,,,,,,,,6407,,false,false,false,false,false,false
HOUSTON VFW POST 6508,vfw-post-6508-mo,local,Post 6508,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Texas County,texas-county,mo_29215,8782 Highway 63,Houston,65483,37.3262,-91.961,true,(417) 967-4651,,,,,,,,6508,,false,false,false,false,false,false
VFW POST 6840,vfw-post-6840-mo,local,Post 6840,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Platte County,platte-county,mo_29165,6230 Hadley St,Kansas City,64133,39.2440285,-94.6352855,true,(816) 356-4775,,,,,,,,6840,,false,false,false,false,false,false
VFW POST 6947,vfw-post-6947-mo,local,Post 6947,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Washington County,washington-county,mo_29221,1008 Cherry St,Bismarck,63624,37.7692814,-90.6272626,true,(573) 734-6033,,,,,,,,6947,No,false,true,false,true,true,false
VFW POST 7147,vfw-post-7147-mo,local,Post 7147,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Phelps County,phelps-county,mo_29161,704 E Washington St,Cuba,65453,37.9532435,-91.7742667,true,(573) 885-4972,,,,,,,,7147,,false,false,false,false,false,false
VFW POST 7356,vfw-post-7356-mo,local,Post 7356,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Platte County,platte-county,mo_29165,10125 Nw 45 Hwy,Kansas City,64152,39.2440285,-94.6352855,true,(816) 746-8010,,vfw7356.org,,,,,,7356,No,false,true,true,false,true,true
VFW Post 7630,vfw-post-7630-mo,local,Post 7630,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Jasper County,jasper-county,mo_29097,1020 N Webb St,Webb City,64870,37.1545929,-94.4637557,true,(417) 673-3181,,www.facebook.com/VFWWebbCity,,,,,,7630,No,false,true,false,false,true,false
VFW Post 7900,vfw-post-7900-mo,local,Post 7900,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Jackson County,jackson-county,mo_29095,13137 Wornall Rd,Kansas City,64145,38.8890552,-94.595215,true,(816) 941-8214,,,,,,,,7900,,false,false,false,false,false,false
VFW POST 8100,vfw-post-8100-mo,local,Post 8100,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Jackson County,jackson-county,mo_29095,3413 Main St,Grandview,64030,38.8889639,-94.5258806,true,(816) 765-8100,,,,,,,,8100,No,false,false,false,false,true,false
VFW POST 8101,vfw-post-8101-mo,local,Post 8101,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Jackson County,jackson-county,mo_29095,231 N Hudson St,Buckner,64016,39.1410661,-94.1984417,true,(816) 650-4079,,,,,,,,8101,No,false,false,false,false,false,false
VFW POST 8828,vfw-post-8828-mo,local,Post 8828,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Warren County,warren-county,mo_29219,444 Highway J,Troy,63379,38.9598322,-90.993911,true,(636) 528-9382,,vfwpost8828.org,,,,,,8828,Yes,false,true,false,false,true,false
VFW POST 9064,vfw-post-9064-mo,local,Post 9064,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Pike County,pike-county,mo_29163,402 S 2Nd St,Elsberry,63343,39.163793,-90.7801525,true,(573) 898-9692,,myvfw.org/mo/post9064/,,,,,,9064,No,false,false,false,false,false,false
VFW Post 3404963,vfw-post-3404963-mo,local,Post 3404963,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Greene County,greene-county,mo_29077,2525 E Division St,Springfield,65803,37.2261585,-93.2913558,true,(417) 865-5655,,,,,,,,3404963,,false,false,false,false,false,false
VFW Post 34044593,vfw-post-34044593-mo,local,Post 34044593,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Lawrence County,lawrence-county,mo_29109,129 N Main Ave,Republic,65738,37.119477,-93.4806085,true,(417) 732-9231,,,,,,,,34044593,,true,true,false,false,true,false
VFW POST NO 4409 POST NO 3118,vfw-post-44093118-mo,local,Post 44093118,vfw,VFW,spanish-american-war,Spanish-American War,MO,missouri,Johnson County,johnson-county,mo_29101,1701 Country Club Dr,Pleasant Hill,64080,38.7910836,-94.2544243,true,(816) 987-5456,,,,,,,,44093118,,true,true,false,true,true,false
VFW Post 2132,vfw-post-2132-ms,local,Post 2132,vfw,VFW,spanish-american-war,Spanish-American War,MS,mississippi,Jackson County,jackson-county,ms_28059,3801 Old Spanish Trl,Gautier,39553,30.3913777,-88.6715556,true,(228) 497-7333,,,,,,,,2132,,false,true,false,false,true,false
VFW POST NUMBER 2434,vfw-post-2434-ms,local,Post 2434,vfw,VFW,spanish-american-war,Spanish-American War,MS,mississippi,Harrison County,harrison-county,ms_28047,453 Howard Ave,Biloxi,39530,30.3960353,-88.8744515,true,(228) 374-4112,,,,,,,,2434,,false,false,false,false,false,false
VFW POST 2539 LOUNGE,vfw-post-2539-ms,local,Post 2539,vfw,VFW,spanish-american-war,Spanish-American War,MS,mississippi,Harrison County,harrison-county,ms_28047,2518 23Rd Ave,Gulfport,39501,30.3811377,-89.0897618,true,(228) 864-0838,,,,,,,,2539,,true,true,false,false,true,false
VFW POST NUMBER 3253,vfw-post-3253-ms,local,Post 3253,vfw,VFW,spanish-american-war,Spanish-American War,MS,mississippi,Hancock County,hancock-county,ms_28045,208 Third St,Bay Saint Louis,39520,30.5952536,-89.3464016,true,(228) 467-9184,,,,,,,,3253,,true,false,false,false,false,false
VFW POST 3373,vfw-post-3373-ms,local,Post 3373,vfw,VFW,spanish-american-war,Spanish-American War,MS,mississippi,Jackson County,jackson-county,ms_28059,4302 Shortcut Rd,Pascagoula,39581,30.3878696,-88.5191916,true,(228) 769-8387,,,,,,,,3373,,true,true,false,false,true,false
VFW POST 3937,vfw-post-3937-ms,local,Post 3937,vfw,VFW,spanish-american-war,Spanish-American War,MS,mississippi,Harrison County,harrison-county,ms_28047,213 Klondyke Rd,Long Beach,39560,30.3532276,-89.1537478,true,(228) 863-8602,,,,,,,,3937,,true,true,false,false,true,false
VFW POST 3962,vfw-post-3962-ms,local,Post 3962,vfw,VFW,spanish-american-war,Spanish-American War,MS,mississippi,Alcorn County,alcorn-county,ms_28003,1 Purdy School Rd,Corinth,38834,34.9067807,-88.5290212,true,(662) 287-6106,,,,,,,,3962,,true,false,false,true,false,false
VFW Post 4488,vfw-post-4488-ms,local,Post 4488,vfw,VFW,spanish-american-war,Spanish-American War,MS,mississippi,Tallahatchie County,tallahatchie-county,ms_28135,1174 Scenic Loop 333,Grenada,38901,34.0260769,-90.4450243,true,(662) 226-7118,,,,,,,,4488,,true,false,false,false,false,false
VFW POST 4526,vfw-post-4526-ms,local,Post 4526,vfw,VFW,spanish-american-war,Spanish-American War,MS,mississippi,Harrison County,harrison-county,ms_28047,15206 Dedeaux Rd,Gulfport,39503,30.449915,-89.0930875,true,(228) 832-0017,,,,,,,,4526,,true,false,false,false,false,false
VFW POST 4877,vfw-post-4877-ms,local,Post 4877,vfw,VFW,spanish-american-war,Spanish-American War,MS,mississippi,Tippah County,tippah-county,ms_28139,100 W Loveless Rd,Booneville,38829,34.685999,-88.548948,true,(662) 728-9009,,,,,,,,4877,,false,true,false,true,true,false
VFW POST 4881,vfw-post-4881-ms,local,Post 4881,vfw,VFW,spanish-american-war,Spanish-American War,MS,mississippi,Union County,union-county,ms_28145,655 E Walnut St,Ripley,38663,34.732914,-88.917295,true,(662) 837-3608,,,,,,,,4881,,true,false,false,false,false,false
VFW POST 5393,vfw-post-5393-ms,local,Post 5393,vfw,VFW,spanish-american-war,Spanish-American War,MS,mississippi,Marion County,marion-county,ms_28091,938 Highway 13 S,Columbia,39429,31.254,-89.8376,true,(601) 736-1444,,,,,,,,5393,,true,true,false,false,true,false
VFW POST 5397 ST JAMES WRIGHT,vfw-post-5397-ms,local,Post 5397,vfw,VFW,spanish-american-war,Spanish-American War,MS,mississippi,Lamar County,lamar-county,ms_28073,108 Market St,Hattiesburg,39401,31.3275329,-89.2892337,true,(601) 582-4103,,,,,,,,5397,,true,true,false,false,true,false
VFW Post 5697,vfw-post-5697-ms,local,Post 5697,vfw,VFW,spanish-american-war,Spanish-American War,MS,mississippi,Tate County,tate-county,ms_28137,705 Highway 7 N,Holly Springs,38635,34.6235605,-89.9741966,true,(662) 252-9838,,,,,,,,5697,,false,false,false,false,false,false
VFW Post 6473,vfw-post-6473-ms,local,Post 6473,vfw,VFW,spanish-american-war,Spanish-American War,MS,mississippi,Madison County,madison-county,ms_28089,4511 Byrd Dr,Jackson,39209,32.3263531,-90.243067,true,(601) 922-9227,,,,,,,,6473,,false,false,false,false,false,false
ARNETT GARLAND JENNINGS VFW POST 10024,vfw-post-10024-ms,local,Post 10024,vfw,VFW,spanish-american-war,Spanish-American War,MS,mississippi,Jackson County,jackson-county,ms_28059,1915E Live Oak Ave,Pascagoula,39567,30.3694205,-88.5544071,true,(228) 762-4931,,,,,,,,10024,,false,false,false,false,false,false
VFW POST NUMBER 10103,vfw-post-10103-ms,local,Post 10103,vfw,VFW,spanish-american-war,Spanish-American War,MS,mississippi,Jackson County,jackson-county,ms_28059,6712 Shortcut Rd,Moss Point,39563,30.3983166,-88.4980832,true,(228) 474-6719,,,,,,,,10103,,false,false,false,false,false,false
VFW Post 1087,vfw-post-1087-mt,local,Post 1087,vfw,VFW,spanish-american-war,Spanish-American War,MT,montana,Cascade County,cascade-county,mt_30013,4123 10Th Ave S,Great Falls,59405,47.4940885,-111.235106,true,(406) 454-1166,,https://www.vfwpost1087.com/,,,,,,1087,Yes,true,true,false,true,true,false
VFW Post 1125,vfw-post-1125-mt,local,Post 1125,vfw,VFW,spanish-american-war,Spanish-American War,MT,montana,Prairie County,prairie-county,mt_30079,218 S Merrill Ave,Glendive,59330,47.10329,-104.7145996,true,(406) 377-7235,,https://www.facebook.com/profile.php?id=100081535152195,,,,,,1125,No,true,true,false,true,false,false
VFW Post 1634,vfw-post-1634-mt,local,Post 1634,vfw,VFW,spanish-american-war,Spanish-American War,MT,montana,Yellowstone County,yellowstone-county,mt_30111,139 Moore Ln,Billings,59101,45.7672534,-108.5421139,true,(406) 252-1448,,www.vfwpost1634.com,,,,,,1634,No,true,false,false,true,true,false
VFW POST 2252,vfw-post-2252-mt,local,Post 2252,vfw,VFW,spanish-american-war,Spanish-American War,MT,montana,Flathead County,flathead-county,mt_30029,111 Main St,Kalispell,59901,48.1976001,-114.3129921,true,(406) 752-2611,,kalispellvfw.com,,,,,,2252,Yes,true,true,false,false,true,false
VFW POST 2986,vfw-post-2986-mt,local,Post 2986,vfw,VFW,spanish-american-war,Spanish-American War,MT,montana,Lake County,lake-county,mt_30047,423 Main St,Polson,59860,47.6920186,-114.163262,true,(406) 883-2821,,,,,,,,2986,,true,false,false,true,false,false
VFW POST 4042,vfw-post-4042-mt,local,Post 4042,vfw,VFW,spanish-american-war,Spanish-American War,MT,montana,Lake County,lake-county,mt_30047,7950 Mt Highway 35,Bigfork,59911,47.2750152,-114.1787454,true,(406) 837-0666,,https://bigfork-vfw-post-4042.mailchimpsites.com,,,,,,4042,Yes,true,true,false,true,true,false
VFW Post 5590,vfw-post-5590-mt,local,Post 5590,vfw,VFW,spanish-american-war,Spanish-American War,MT,montana,Chouteau County,chouteau-county,mt_30015,601 3Rd Ave Nw,Great Falls,59404,47.510753,-111.322223,true,(406) 453-5682,,,,,,,,5590,,false,false,false,false,false,false
VFW Post 6774,vfw-post-6774-mt,local,Post 6774,vfw,VFW,spanish-american-war,Spanish-American War,MT,montana,Yellowstone County,yellowstone-county,mt_30111,637 Anchor St,Billings,59105,45.8234073,-108.4697833,true,(406) 248-3148,,vfw6774.org,,,,,,6774,Yes,true,true,false,true,true,false
VFW POST 8292,vfw-post-8292-mt,local,Post 8292,vfw,VFW,spanish-american-war,Spanish-American War,MT,montana,Granite County,granite-county,mt_30039,14 Maxville Rd,Philipsburg,59858,46.331587,-113.2927352,true,(406) 859-3657,,vfw post 8292 / facebook.com,,,,,,8292,No,true,true,false,true,false,false
VFW POST 891,vfw-post-891-nc,local,Post 891,vfw,VFW,spanish-american-war,Spanish-American War,NC,north-carolina,Buncombe County,buncombe-county,nc_37021,455 Victoria Rd,Asheville,28801,35.5661943,-82.5564292,true,(828) 252-0099,,,,,,,,891,,true,true,false,true,true,false
VFW POST 1142,vfw-post-1142-nc,local,Post 1142,vfw,VFW,spanish-american-war,Spanish-American War,NC,north-carolina,Wilkes County,wilkes-county,nc_37193,115 Cornsilk Ln,Wilkesboro,28697,36.1592534,-81.1581789,true,(336) 838-3848,,,,,,,,1142,,false,false,false,true,false,false
VFW POST NO 1957,vfw-post-1957-nc,local,Post 1957,vfw,VFW,spanish-american-war,Spanish-American War,NC,north-carolina,Catawba County,catawba-county,nc_37035,1615 12Th Street Dr Nw,Hickory,28601,35.7389982,-81.3611271,true,(828) 328-8281,,,,,,,,1957,,true,true,false,false,true,false
VFW POST 2031,vfw-post-2031-nc,local,Post 2031,vfw,VFW,spanish-american-war,Spanish-American War,NC,north-carolina,Iredell County,iredell-county,nc_37097,139 Jordan Ln,Statesville,28677,35.7446516,-80.9055403,true,(704) 873-9126,,,,,,,,2031,,true,true,false,true,true,false
VFW POST 2740,vfw-post-2740-nc,local,Post 2740,vfw,VFW,spanish-american-war,Spanish-American War,NC,north-carolina,Durham County,durham-county,nc_37063,3707 Dearborn Dr,Durham,27704,36.0381124,-78.8840491,true,(919) 220-7630,,vfw2740.org,,,,,,2740,No,false,true,false,false,true,false
VFW POST 4286,vfw-post-4286-nc,local,Post 4286,vfw,VFW,spanish-american-war,Spanish-American War,NC,north-carolina,McDowell County,mcdowell-county,nc_37111,3139 Millers Gap Hwy,Newland,28657,36.0441521,-81.9135266,true,(828) 733-9981,,,,,,,,4286,,false,false,false,true,false,false
VFW Post 4542,vfw-post-4542-nc,local,Post 4542,vfw,VFW,spanish-american-war,Spanish-American War,NC,north-carolina,Harnett County,harnett-county,nc_37085,105 Pineknoll Dr,Spring Lake,28390,35.5332779,-78.7455373,true,(910) 497-5751,,,,,,,,4542,,false,true,false,false,true,false
VFW POST 5198,vfw-post-5198-nc,local,Post 5198,vfw,VFW,spanish-american-war,Spanish-American War,NC,north-carolina,Haywood County,haywood-county,nc_37087,16 1/2 Watts St,Canton,28716,35.5300827,-82.8470227,true,(828) 648-1133,,,,,,,,5198,,false,false,false,false,false,false
VFW POST 5305 NEWTON,vfw-post-5305-nc,local,Post 5305,vfw,VFW,spanish-american-war,Spanish-American War,NC,north-carolina,Catawba County,catawba-county,nc_37035,2163 Nc Highway 10 E,Conover,28613,35.5813934,-81.2140896,true,(828) 464-2580,,vfw5305.org,,,,,,5305,No,true,true,false,false,true,true
VFW POST 5362,vfw-post-5362-nc,local,Post 5362,vfw,VFW,spanish-american-war,Spanish-American War,NC,north-carolina,McDowell County,mcdowell-county,nc_37111,557 Hopewell Rd,Morganton,28655,35.7216276,-81.7030134,true,(828) 437-0427,,,,,,,,5362,,false,true,false,false,true,false
VFW POST 5574,vfw-post-5574-nc,local,Post 5574,vfw,VFW,spanish-american-war,Spanish-American War,NC,north-carolina,Randolph County,randolph-county,nc_37151,2303 Little Ave,High Point,27260,35.9686349,-79.9777228,true,(336) 882-3072,,,,,,,,5574,,false,false,false,false,false,false
VFW Post 5631,vfw-post-5631-nc,local,Post 5631,vfw,VFW,spanish-american-war,Spanish-American War,NC,north-carolina,Moore County,moore-county,nc_37125,1500 Webb St,Sanford,27330,35.498673,-79.178298,true,(919) 776-1432,,vfw5631.org,,,,,,5631,Yes,true,true,false,false,true,false
VFW Post 6018,vfw-post-6018-nc,local,Post 6018,vfw,VFW,spanish-american-war,Spanish-American War,NC,north-carolina,Cumberland County,cumberland-county,nc_37051,116 Chance St,Fayetteville,28301,35.0634743,-78.8784726,true,(910) 323-3755,,vfw6018.org,,,,,,6018,No,true,true,false,false,true,false
VFW POST 6367,vfw-post-6367-nc,local,Post 6367,vfw,VFW,spanish-american-war,Spanish-American War,NC,north-carolina,Forsyth County,forsyth-county,nc_37067,4129 S Main St,Winston Salem,27127,36.0373417,-80.2439315,true,(336) 784-6503,,,,,,,,6367,,true,false,false,false,false,false
